Eg_I_Sn_eV,Eg_Br_Sn_eV,bowing_eV,Eg_I_z050_eV,Eg_Br_Ge_eV,Eh00_multiplier,Eh10_multiplier,Eh05_multiplier,Eh105_multiplier,Eox00_offset_eV,Eox10_offset_eV,Eox05_offset_eV,Eox105_offset_eV,Eh_curv_x_eV_atom,Eh_curv_z_eV_atom,Eh_curv_xz_eV_atom,Eox_curv_x_eV_Sn,Eox_curv_z_eV_Sn,Eox_curv_xz_eV_Sn
1.303998757202842,1.7999826972958268,0.11443113955531678,1.4574421696717206,2.6315204095568703,1.0968569191248525,1.1949575678763424,1.0508849441515755,1.0332637684342358,0.0937120833105172,0.04223776117137695,-0.06985604059173377,0.08425151195434319,0.00030434778465384727,0.0014620459715007873,0.0004853851300332685,0.04855650759466637,-0.03573330325643728,-0.14092050352070237
1.3150672637006926,1.8326247501903254,0.16929364115139722,1.4572264021776782,2.4920538738875315,1.071515077648099,0.9216350705342715,1.0423909106279154,0.8931251246199355,0.014893324003228875,0.020126098690175828,-0.04775901407675986,0.043082714820769585,-0.0008911817005472285,0.0008406812014376441,0.0008560931950830548,-0.13393346008526646,0.09773456636061262,-0.12047969596279512
1.2806432016571716,1.738087410042431,0.10034027285901997,1.5354412106906015,2.497836967920482,0.9446493723169519,0.9707691841873625,0.8235062781944138,0.8752118938230747,-0.03268563432913271,-0.00787472809124537,0.012097671531202225,-0.036004478820012537,-0.00012556089690602518,-0.0012006967314061412,0.0009063395820862277,0.012274466505078324,-0.009061475708929984,0.07212070741498816
1.3365759501720782,1.750249537659655,0.1377520849924379,1.5265339798995392,2.394494780801314,0.9070884021075247,1.1183788831819974,0.8770743982889883,1.1273604679304068,0.09728109185314043,-0.03917518624826665,-0.038755303660418274,-0.07780534049071716,6.118714151774835e-05,-0.0010742299048541585,-0.0014018180390658632,-0.04687713966150414,-0.17169645466335132,-0.17787088681011926
1.3304937732358078,1.7632670314379613,0.10056082879928105,1.464347398735173,2.4011248591557246,1.0380379035660758,1.1744319531249046,0.8029618985420507,1.0229016720316493,-0.06622347525125889,-0.042398769304302565,0.04507412581737036,0.0640137666217512,0.0013616764979576062,-0.0001910817657509703,0.0013725253092160277,-0.05654442332661738,-0.08143847050418697,-0.13639025583058834
1.3315820894888606,1.7338966726460943,0.2092297001341742,1.5028600482309042,2.513681634349258,1.0106204275261221,0.9908108132928685,1.0867353211075337,1.1078846717664457,-0.07706479706634348,4.456309061802444e-05,-0.0680242583938549,-0.09204481340723926,0.001007545445008399,-0.00046400350332860617,-0.0014303331714951688,-0.17962533496588962,-0.04022964533620854,-0.03315430417299109
1.3031617087380858,1.729018509525654,0.23140058363642468,1.5319929008603645,2.643458591588036,1.1535793303474637,1.192932710366307,1.0335572955190884,0.8142484642330008,-0.0912248230797861,-0.07494845471098817,-0.09180530087164644,-0.013880527211296664,-0.0013417057612881852,-0.0006810836145318312,0.0010589053871355725,-0.042142282519709084,-0.08809993776953173,-0.09516798426191465
1.3255844772534024,1.7429324888070261,0.2775114876432965,1.4808420955457282,2.5785865908652346,0.890724235247512,1.1593967522865125,0.930248032381819,1.1293732008776236,0.009403608167621313,0.05915697647066431,0.09965388299009423,0.08654112990879964,1.880653545555588e-05,0.0006359361667109564,-0.00018948390378880687,0.12728150850930708,0.06108536446059376,0.027093701180150198
1.2809465942080678,1.7720817877017077,0.15109246854648434,1.5457350956046734,2.4088104658409812,0.813202719292679,1.1598382888708214,1.1082228397912313,0.9052396186456771,0.0849291636660861,0.09286027252335732,0.012600740882692057,-0.08867408652590411,-0.0008103084125648387,-0.000875518275507118,-0.0007179922607464009,-0.11823794931657455,-0.0935660614198044,0.09484340096704297
1.3071861839521266,1.8517013692031266,0.21362848037404275,1.502167973078282,2.453336786653135,0.9429189390745474,0.8516648930071963,0.8885292573414056,0.9778742118342696,0.0803220611111036,-0.055978831304190776,-0.027159628050590537,0.009801199144070377,0.0011364607242564614,0.0006525726964401149,0.0006018425349978086,-0.15500069001778655,-0.13155846152974435,-0.10533526062510885
1.333736848377427,1.830100973630174,0.2872988202155771,1.5205972487015789,2.578188037169722,0.9977773886446422,1.116001332314652,1.1084858149856749,0.8362951636763033,0.028030716286814916,-0.0882444999316375,-0.07956765995149376,0.04936027396411549,-0.0009976605417627489,-0.0011887873594172583,0.0004671971642083543,-0.09313548377137487,0.05378914199791121,-0.17567621687579507
1.3328731889184693,1.886143154258139,0.2643147655392004,1.5065015854883155,2.5280998111272783,0.8243191070634293,1.0499941919748152,1.1580384755894737,0.8304841307772045,-0.04529317385366628,-0.008032340752037959,0.056085221404849256,0.00629380293699329,-0.0011560137086354175,0.00012114507941843539,-0.0010462478588005373,-0.1358410365729437,-0.03929419585893404,-0.0008731175394269819
1.3257017470483712,1.7752047921699132,0.07484995276740357,1.479588899228764,2.5521656713111778,0.9247870158006292,1.119465363108068,1.1941277839942108,0.9941483679944201,-0.0449587895347244,0.05507163656961156,-0.04686083309454572,-0.04961078575181861,-0.0005651994953072159,0.001045168278062369,3.732310599331083e-05,0.0025626930111223023,0.1531726239403155,0.07148300872353858
1.306217592391806,1.7356471867906695,0.22065116179208355,1.5491685991369164,2.376333202013665,1.039529974971969,1.1834870925329461,1.1377314312836828,1.1046450823958212,-0.056524748282343065,-0.018428532871216194,0.09658811868591319,-0.0030326662209650412,0.0005326600361918441,-4.4622853903860185e-05,0.0010334787077915632,0.0396716088812917,-0.05111409111820153,-0.12615482485539978
1.282512775660383,1.8548463786688032,0.1336041585008482,1.4810629658505665,2.409977901125343,1.085449721190943,0.8980806790309038,0.8463917771640341,1.1060047945920914,-0.027792194437918624,-0.08534393409167924,-0.07958611149113168,0.06038462840454803,-0.00023769288275251026,0.001132958296271479,0.0005097887126586688,-0.17771946612170197,0.13786313672442013,0.017534191497467405
1.2950824190948473,1.840833068619093,0.08903475366719024,1.499248587419748,2.5651305045061927,0.9786160276991742,0.9718109291144463,0.8424994377591867,1.0352411818127847,0.0296081020590776,-0.08332712928940758,0.024477618000686818,0.08062269162611957,-0.0011893036335050284,-0.001141160631979518,-0.0011809032105348674,-0.11955075559598836,0.1741250374741855,-0.185101460390392
1.2835164849623903,1.8304724298608357,0.26182656924583425,1.454829743688915,2.6302894782848707,0.9895594442169247,1.0942441189695242,0.9852626497040913,0.9485626793415233,0.0801033498027929,0.028171269935398174,0.04639937628586838,0.09477312893909398,0.0014354671227706111,-0.0003910986180072416,0.0001300472708944257,-0.15040019582527103,0.024028488168719442,-0.17886280938962867
1.3171519780306737,1.7736090387035568,0.2972674035205323,1.5256422211304956,2.405397988876391,0.9071785225458567,1.0518903015014425,1.006614462976983,1.0342092897065194,0.06264936900373166,-0.02328819021044752,-0.07144448455574869,0.08345039212981464,0.0012508818763229154,-0.0008783238095415444,-0.0009921495751930407,0.04744570087236466,-0.1006313645749479,0.06350113804509475
1.2888858893364994,1.8915362754734206,0.14868221963688905,1.5008380299564046,2.5507238898716476,0.9811237344968174,1.1024381321012169,0.9975238929500161,0.9926978669510262,-0.06416400863218505,-0.09156369329429048,-0.03526843041520289,0.04313521679130805,0.00018011474392800502,-0.00030978949338061803,-0.0008758423384095861,0.0691978454160671,0.02063789456416315,-0.06312872136186175
1.2878997173475955,1.7302182060903213,0.13225396892558178,1.5191756701807346,2.4453471426240734,1.1289221579413147,1.1958849133990634,1.1034030578662124,0.994464431098067,-0.023610380486959154,0.056127545684243746,-0.031130914740544344,0.046391192174780715,-0.0009933695735141784,0.0008179082566819296,0.00012200627392717177,0.047974151745382304,0.11947700893276042,-0.012916760801440136
1.327210438520272,1.8949659070249198,0.15111988697415973,1.4747836242380024,2.3963657753046106,0.9060368024357885,0.8928975547589398,1.0411257731278423,1.1023015292277316,0.0647517968856674,-0.030717011647342904,-0.07140694188004772,-0.06899640904219934,0.0005247663143012234,-0.0013203659086526555,0.0007444154904542549,0.0864250234897207,-0.0987212022583729,-0.14653773664762101
